species,animal_id,t,body_temp_c,heart_rate_bpm,resp_rate_bpm,activity_idx,cough_count,rumination_min,ambient_temp_c,ambient_humidity_pct,label
Goat,GO_017,2,40.424,106.9,29.92,0.252,3,16.67,24.74,56.34,1
Goat,GO_017,3,39.365,90.04,24.8,0.513,0,29.51,27.42,57.27,0
Goat,GO_017,4,39.423,86.67,24.78,0.52,0,32.76,28.8,56.67,0
Goat,GO_017,5,39.411,89.87,26.18,0.458,0,32.19,29.75,62.88,0
Goat,GO_017,6,40.485,108.37,34.34,0.242,3,14.95,28.1,79.84,1
Goat,GO_017,7,40.103,107.12,30.07,0.256,2,18.4,29.81,70.35,1
Goat,GO_017,8,39.297,88.85,25.64,0.487,0,36.17,26.47,78.75,0
Goat,GO_017,9,39.415,85.56,25.32,0.492,0,32.16,27.9,65.85,0
Goat,GO_017,10,39.282,86.68,26.49,0.458,0,34.24,26.73,79.28,0
Goat,GO_017,11,40.363,108.94,29.7,0.338,2,16.09,23.05,74.33,1
Goat,GO_017,12,40.139,107.69,33.98,0.365,1,12.25,21.69,69.0,1
Goat,GO_017,13,39.134,86.36,24.56,0.51,0,31.95,20.05,69.86,0
Goat,GO_017,14,39.195,87.46,23.08,0.527,0,30.72,19.18,70.25,0
Goat,GO_017,15,39.128,86.32,23.81,0.491,0,33.22,18.27,77.92,0
Goat,GO_017,16,39.244,87.26,24.16,0.424,0,34.41,18.72,64.65,0
Goat,GO_017,17,39.234,85.67,24.47,0.506,0,31.28,15.37,68.6,0
Goat,GO_017,18,39.25,84.62,24.28,0.466,0,35.14,18.02,55.87,0
Goat,GO_017,19,39.985,103.92,29.62,0.287,4,17.78,16.42,47.93,1
Goat,GO_017,20,39.091,85.06,23.02,0.462,0,36.49,16.16,66.03,0
Goat,GO_017,21,40.247,102.69,30.9,0.344,6,24.22,18.61,61.42,1
Goat,GO_017,22,39.139,86.77,25.1,0.517,0,35.6,17.5,56.08,0
Goat,GO_017,23,39.931,105.39,33.84,0.189,5,24.54,17.43,49.61,1
Goat,GO_017,24,40.4,113.16,32.45,0.325,2,9.09,21.42,59.73,1
Goat,GO_017,25,40.347,108.25,32.16,0.274,3,23.43,25.22,58.83,1
Goat,GO_017,26,39.233,87.81,24.17,0.543,1,31.19,24.44,67.53,0
Goat,GO_017,27,39.472,86.8,26.66,0.606,0,32.1,26.67,65.27,0
Goat,GO_017,28,39.328,89.41,25.12,0.532,0,33.26,27.0,67.39,0
Goat,GO_017,29,39.348,85.51,25.48,0.621,0,37.59,27.83,73.34,0
Goat,GO_017,30,40.948,103.93,33.35,0.281,5,22.74,30.9,71.52,1
Goat,GO_017,31,40.321,106.34,32.34,0.309,2,14.36,28.4,69.23,1
Goat,GO_017,32,40.429,101.97,32.2,0.285,8,21.35,27.29,83.35,1
Goat,GO_017,33,40.378,103.66,33.57,0.226,4,19.87,24.89,71.85,1
Goat,GO_017,34,40.601,108.61,33.66,0.348,2,19.5,23.0,65.12,1
Goat,GO_017,35,40.462,101.58,31.78,0.293,2,17.77,24.22,79.81,1
Goat,GO_017,36,40.372,107.54,32.33,0.316,1,23.72,22.87,76.13,1
Goat,GO_017,37,39.16,89.89,24.88,0.569,0,34.28,21.76,70.57,0
Goat,GO_017,38,39.257,86.71,24.84,0.54,0,33.61,18.42,67.06,0
Goat,GO_017,39,39.266,88.28,25.13,0.563,0,35.45,17.7,68.5,0
Goat,GO_017,40,39.018,84.5,23.2,0.478,1,36.74,16.21,63.48,0
Goat,GO_017,41,39.277,86.76,23.85,0.494,0,35.17,17.95,66.01,0
Goat,GO_017,42,39.206,88.21,23.79,0.449,0,35.33,15.87,56.66,0
Goat,GO_017,43,39.1,86.14,23.82,0.556,1,34.51,16.69,52.57,0
Goat,GO_017,44,39.109,85.66,25.56,0.395,0,33.81,18.63,53.65,0
Goat,GO_017,45,39.027,88.13,24.31,0.522,0,35.84,18.7,57.37,0
Goat,GO_017,46,39.257,84.36,23.8,0.5,0,34.01,19.97,56.75,0
Goat,GO_017,47,40.069,101.89,34.22,0.335,1,13.05,21.15,53.75,1
Goat,GO_017,48,39.232,89.19,26.42,0.53,0,31.28,21.7,60.4,0
Goat,GO_017,49,39.297,86.39,24.68,0.488,0,31.76,23.39,61.01,0
Goat,GO_017,50,39.172,90.77,25.9,0.6,0,33.4,24.33,56.28,0
Goat,GO_017,51,40.284,101.39,31.08,0.368,3,12.36,25.3,65.54,1
Goat,GO_017,52,40.621,105.43,32.01,0.22,2,17.15,26.43,58.65,1
Goat,GO_017,53,39.381,89.54,28.17,0.469,0,31.87,27.05,72.58,0
Goat,GO_017,54,39.562,89.42,26.47,0.512,0,34.29,29.18,64.65,0
Goat,GO_017,55,40.324,106.39,33.37,0.331,2,14.01,27.15,77.87,1
Goat,GO_017,56,40.151,99.15,30.5,0.27,2,25.42,25.72,76.07,1
Goat,GO_017,57,39.389,88.73,24.12,0.506,0,32.7,26.93,67.96,0
Goat,GO_017,58,39.276,84.88,24.89,0.565,0,28.75,24.36,71.23,0
Goat,GO_017,59,39.158,87.79,26.09,0.482,0,38.56,22.74,68.05,0
Goat,GO_017,60,40.052,103.82,31.64,0.264,3,26.92,21.87,77.46,1
Goat,GO_017,61,39.586,112.2,31.29,0.264,2,17.72,21.75,77.45,1
Goat,GO_017,62,40.242,101.64,32.02,0.298,5,15.89,18.38,82.17,1
Goat,GO_017,63,40.159,99.99,32.78,0.282,8,22.97,17.36,72.0,1
Goat,GO_017,64,39.174,84.1,23.46,0.539,0,33.13,16.94,63.03,0
Goat,GO_017,65,39.047,81.81,24.77,0.479,0,34.12,16.1,67.01,0
Goat,GO_017,66,39.088,84.33,23.17,0.427,0,35.36,16.09,58.93,0
Goat,GO_017,67,40.045,107.98,29.97,0.337,3,19.81,15.15,56.42,1
Goat,GO_017,68,40.008,99.13,30.97,0.316,1,12.94,14.65,62.06,1
Goat,GO_017,69,40.224,101.7,33.55,0.266,1,28.0,17.83,54.18,1
Goat,GO_017,70,39.864,101.93,31.21,0.245,1,21.74,17.45,60.08,1
Goat,GO_017,71,39.35,85.06,25.98,0.522,0,31.01,21.36,50.67,0
Goat,GO_018,0,39.23,82.11,27.08,0.565,0,39.48,22.57,60.09,0
Goat,GO_018,1,38.808,78.42,28.45,0.549,0,40.73,23.41,60.41,0
Goat,GO_018,2,39.249,82.34,26.57,0.576,0,36.13,26.26,52.09,0
Goat,GO_018,3,40.219,95.4,35.28,0.35,1,18.25,25.3,65.73,1
Goat,GO_018,4,39.072,84.39,26.04,0.637,0,38.39,26.89,62.75,0
Goat,GO_018,5,39.06,82.51,26.35,0.588,0,38.4,28.64,59.8,0
Goat,GO_018,6,39.073,81.75,26.97,0.578,0,38.5,27.19,70.12,0
Goat,GO_018,7,39.648,102.02,33.64,0.392,1,28.18,30.09,68.95,1
Goat,GO_018,8,40.451,102.85,35.62,0.252,2,24.35,26.98,70.54,1
Goat,GO_018,9,39.006,84.4,27.51,0.58,0,42.38,27.95,65.87,0
Goat,GO_018,10,40.092,98.38,33.08,0.351,2,27.07,23.72,74.65,1
Goat,GO_018,11,39.001,81.78,28.01,0.523,0,39.34,23.78,82.8,0
Goat,GO_018,12,38.97,80.67,25.69,0.595,1,37.88,20.96,67.94,0
Goat,GO_018,13,38.884,81.69,24.62,0.508,0,40.11,19.65,69.53,0
Goat,GO_018,14,38.893,79.08,25.74,0.562,0,41.28,19.58,64.51,0
Goat,GO_018,15,38.992,83.45,25.3,0.521,2,36.56,18.29,73.34,0
Goat,GO_018,16,38.96,79.35,25.56,0.553,0,37.53,16.91,70.38,0
Goat,GO_018,17,39.757,94.11,35.54,0.278,6,24.12,15.99,50.91,1
Goat,GO_018,18,40.161,99.88,36.8,0.264,3,24.63,16.01,61.78,1
Goat,GO_018,19,38.871,80.01,27.35,0.558,0,38.07,15.47,49.16,0
Goat,GO_018,20,38.836,80.05,25.19,0.525,0,36.8,17.87,54.11,0
Goat,GO_018,21,38.86,83.55,27.57,0.556,1,38.35,17.98,49.06,0
Goat,GO_018,22,38.845,79.9,26.56,0.562,0,35.9,19.32,46.16,0
Goat,GO_018,23,38.899,80.81,26.31,0.533,0,37.56,21.14,49.17,0
Goat,GO_018,24,39.054,83.2,26.14,0.5,0,39.97,23.02,56.84,0
Goat,GO_018,25,38.943,82.43,27.06,0.529,0,39.46,23.08,60.46,0
Goat,GO_018,26,39.08,84.39,26.9,0.612,0,40.32,24.6,54.14,0
Goat,GO_018,27,39.192,84.15,25.81,0.636,0,39.8,25.4,59.09,0
Goat,GO_018,28,39.146,81.88,26.08,0.565,0,39.73,27.05,70.57,0
Goat,GO_018,29,40.159,101.02,34.34,0.359,3,21.79,27.79,66.06,1
Goat,GO_018,30,39.093,83.74,26.1,0.507,0,37.85,28.92,73.48,0
Goat,GO_018,31,40.396,99.83,32.45,0.221,3,19.51,29.66,79.9,1
Goat,GO_018,32,40.239,97.25,35.63,0.29,4,27.87,27.95,84.11,1
Goat,GO_018,33,39.606,106.21,34.62,0.383,2,28.88,25.09,79.06,1
Goat,GO_018,34,40.262,99.62,35.31,0.363,1,17.06,25.81,72.11,1
Goat,GO_018,35,40.193,97.07,36.0,0.32,4,24.29,23.48,69.84,1
Goat,GO_018,36,39.74,104.59,34.36,0.167,4,26.75,20.38,72.17,1
Goat,GO_018,37,38.868,81.61,26.58,0.583,0,36.67,23.02,68.7,0
Goat,GO_018,38,38.92,80.8,25.1,0.538,1,39.96,17.39,77.39,0
Goat,GO_018,39,38.853,76.46,27.03,0.533,0,38.18,17.99,60.49,0
Goat,GO_018,40,38.804,78.15,25.85,0.524,0,39.58,16.06,63.22,0
Goat,GO_018,41,38.833,82.99,26.79,0.57,1,39.51,15.98,60.38,0
Goat,GO_018,42,38.599,82.14,25.65,0.644,1,39.26,14.19,58.23,0
Goat,GO_018,43,39.739,89.46,36.78,0.403,5,27.36,17.0,55.68,1
Goat,GO_018,44,39.826,97.35,34.21,0.304,3,26.45,18.4,53.5,1
Goat,GO_018,45,38.829,78.95,27.73,0.561,1,37.28,17.76,59.68,0
Goat,GO_018,46,39.036,82.2,26.03,0.603,0,39.58,19.36,52.53,0
Goat,GO_018,47,39.734,90.46,34.02,0.338,4,24.7,21.25,56.61,1
Goat,GO_018,48,38.971,83.22,27.27,0.615,0,36.21,21.33,59.68,0
Goat,GO_018,49,39.973,93.03,35.12,0.318,1,26.36,23.37,64.79,1
Goat,GO_018,50,39.704,95.81,35.28,0.284,3,17.33,24.37,57.57,1
Goat,GO_018,51,38.851,83.77,27.67,0.529,0,35.55,28.32,62.68,0
Goat,GO_018,52,39.933,100.44,33.32,0.341,4,26.95,26.5,74.42,1
Goat,GO_018,53,39.897,98.35,32.57,0.281,3,20.78,27.56,61.37,1
Goat,GO_018,54,39.863,104.2,36.37,0.238,2,21.5,28.81,61.49,1
Goat,GO_018,55,40.451,100.53,30.21,0.274,5,20.45,27.43,66.02,1
Goat,GO_018,56,39.79,99.16,35.96,0.318,1,19.51,28.02,70.26,1
Goat,GO_018,57,40.415,101.35,33.04,0.348,5,23.02,25.31,78.91,1
Goat,GO_018,58,40.025,103.71,34.43,0.34,4,25.0,25.77,82.5,1
Goat,GO_018,59,38.962,86.08,27.07,0.532,0,40.47,23.73,79.58,0
Goat,GO_018,60,39.752,90.66,38.39,0.379,4,22.65,19.98,68.35,1
Goat,GO_018,61,39.581,98.9,34.66,0.387,1,25.55,21.18,74.88,1
Goat,GO_018,62,40.156,99.15,32.49,0.349,4,25.26,20.54,81.97,1
Goat,GO_018,63,38.922,81.48,24.25,0.536,0,39.24,17.96,70.04,0
Goat,GO_018,64,38.835,85.15,24.77,0.587,0,43.23,16.89,70.6,0
Goat,GO_018,65,39.966,99.92,34.5,0.22,2,19.47,16.99,60.04,1
Goat,GO_018,66,39.961,99.6,33.12,0.188,2,21.59,15.17,50.46,1
Goat,GO_018,67,38.856,83.27,24.35,0.555,1,39.71,15.68,54.07,0
Goat,GO_018,68,38.819,81.42,26.18,0.52,0,40.41,17.82,49.89,0
Goat,GO_018,69,39.741,93.15,31.4,0.335,3,22.49,18.53,51.55,1
Goat,GO_018,70,39.838,96.9,31.63,0.342,3,19.77,18.88,64.22,1
Goat,GO_018,71,38.971,79.88,25.1,0.631,0,37.47,20.73,50.66,0
Goat,GO_019,0,40.465,98.65,32.45,0.376,2,14.44,22.73,57.03,1
Goat,GO_019,1,40.291,99.09,29.8,0.311,3,18.21,23.7,65.01,1
Goat,GO_019,2,40.359,103.72,33.94,0.358,1,20.98,25.37,54.9,1
Goat,GO_019,3,40.575,99.35,34.37,0.306,2,17.32,26.69,60.78,1
Goat,GO_019,4,40.306,98.07,33.56,0.345,5,16.53,26.87,64.49,1
Goat,GO_019,5,40.175,96.84,33.95,0.424,3,21.35,26.22,68.5,1
Goat,GO_019,6,40.46,101.41,36.24,0.388,0,15.01,28.17,71.14,1
Goat,GO_019,7,40.695,98.69,32.15,0.404,5,13.7,26.74,71.04,1
Goat,GO_019,8,40.424,100.48,36.99,0.37,2,22.37,26.7,67.34,1
Goat,GO_019,9,39.383,82.5,24.28,0.579,0,32.84,26.09,81.57,0
Goat,GO_019,10,39.457,81.7,25.21,0.579,0,30.83,25.9,69.1,0
Goat,GO_019,11,39.809,96.88,30.42,0.337,7,17.91,23.71,75.6,1
Goat,GO_019,12,40.368,105.12,32.67,0.406,1,12.28,21.09,68.42,1
Goat,GO_019,13,40.544,98.67,32.64,0.436,1,19.77,21.9,68.28,1
Goat,GO_019,14,39.359,82.02,25.44,0.554,0,32.71,18.9,71.19,0
Goat,GO_019,15,39.324,81.22,23.18,0.679,0,34.27,18.68,60.96,0
Goat,GO_019,16,39.35,79.37,25.67,0.607,0,31.19,16.54,66.95,0
Goat,GO_019,17,39.109,79.59,21.98,0.565,0,31.44,14.96,59.34,0
Goat,GO_019,18,39.384,81.19,22.52,0.622,0,33.99,16.82,55.37,0
Goat,GO_019,19,39.131,81.02,25.81,0.63,0,35.13,15.19,67.91,0
Goat,GO_019,20,39.348,78.07,24.87,0.598,0,31.84,17.41,58.85,0
Goat,GO_019,21,39.862,93.71,33.49,0.405,4,15.91,18.27,52.34,1
Goat,GO_019,22,40.084,100.38,33.34,0.312,3,15.99,18.38,50.99,1
Goat,GO_019,23,39.197,81.9,22.77,0.592,0,34.81,21.18,66.2,0
Goat,GO_019,24,39.208,81.74,25.48,0.68,0,35.78,22.28,52.96,0
Goat,GO_019,25,39.249,81.06,23.95,0.661,0,35.0,22.77,51.73,0
Goat,GO_019,26,39.522,84.05,24.9,0.537,0,38.13,27.23,53.85,0
Goat,GO_019,27,39.397,83.25,25.3,0.599,0,32.96,25.87,68.65,0
Goat,GO_019,28,39.401,81.83,23.98,0.61,0,34.22,28.04,63.2,0
Goat,GO_019,29,39.451,82.55,25.6,0.596,0,33.15,28.12,67.9,0
Goat,GO_019,30,39.376,85.23,25.78,0.618,1,33.45,28.24,77.63,0
Goat,GO_019,31,39.447,85.66,25.3,0.613,0,35.03,27.87,59.26,0
Goat,GO_019,32,39.33,81.88,25.6,0.577,0,34.48,27.43,62.72,0
Goat,GO_019,33,40.439,98.14,33.14,0.281,2,20.08,24.47,81.33,1
Goat,GO_019,34,39.482,83.59,24.8,0.612,0,32.28,24.6,66.04,0
Goat,GO_019,35,39.305,81.56,25.19,0.658,1,33.45,23.48,64.86,0
Goat,GO_019,36,39.212,78.66,24.09,0.611,0,32.94,21.13,73.41,0
Goat,GO_019,37,39.45,83.17,25.55,0.631,0,34.08,20.18,75.31,0
Goat,GO_019,38,39.342,82.54,24.9,0.602,0,34.83,19.39,75.45,0
Goat,GO_019,39,40.125,98.3,33.06,0.283,2,15.79,17.73,63.68,1
Goat,GO_019,40,39.293,84.25,25.96,0.611,0,36.35,17.02,79.88,0
Goat,GO_019,41,39.202,77.9,24.84,0.652,0,35.4,16.22,56.93,0
Goat,GO_019,42,39.138,80.42,26.82,0.623,0,34.09,15.11,59.32,0
Goat,GO_019,43,39.415,82.08,23.65,0.649,0,28.19,14.51,61.18,0
Goat,GO_019,44,39.246,86.4,23.65,0.602,1,35.41,17.68,53.03,0
Goat,GO_019,45,39.224,82.24,24.97,0.489,0,25.52,20.26,50.93,0
Goat,GO_019,46,40.474,99.98,28.82,0.235,3,21.14,16.42,58.53,1
Goat,GO_019,47,39.409,80.33,24.77,0.596,1,31.71,20.15,50.99,0
Goat,GO_019,48,40.515,94.04,34.91,0.387,8,21.06,23.24,56.69,1
Goat,GO_019,49,39.429,81.92,26.48,0.674,0,36.09,25.09,61.09,0
Goat,GO_019,50,40.567,96.62,34.26,0.349,1,18.9,25.18,63.71,1
Goat,GO_019,51,40.493,98.17,32.42,0.434,7,19.11,25.41,67.58,1
Goat,GO_019,52,39.511,82.81,27.06,0.671,1,36.66,26.04,64.76,0
Goat,GO_019,53,40.323,96.53,30.89,0.47,3,19.65,27.25,72.6,1
Goat,GO_019,54,40.42,96.05,32.86,0.305,2,15.39,28.23,75.75,1
Goat,GO_019,55,39.565,82.25,26.55,0.618,0,34.05,28.5,67.11,0
Goat,GO_019,56,39.641,83.78,25.77,0.583,0,34.27,26.39,72.03,0
Goat,GO_019,57,39.446,79.81,26.54,0.609,0,31.26,24.81,77.28,0
Goat,GO_019,58,39.475,82.43,24.88,0.653,1,31.51,25.69,73.71,0
Goat,GO_019,59,39.461,83.55,24.78,0.549,0,35.13,25.42,80.77,0
Goat,GO_019,60,39.323,81.51,23.92,0.704,0,30.89,20.53,70.49,0
Goat,GO_019,61,39.21,83.26,24.11,0.551,1,32.44,21.52,71.24,0
Goat,GO_019,62,40.072,98.22,28.1,0.377,3,24.13,17.03,69.93,1
Goat,GO_019,63,39.305,77.71,25.84,0.65,0,30.23,17.51,64.88,0
Goat,GO_019,64,39.356,82.55,23.22,0.628,0,33.42,16.88,67.72,0
Goat,GO_019,65,39.419,80.78,23.58,0.619,0,36.31,17.38,56.84,0
Goat,GO_019,66,39.183,84.64,25.13,0.679,1,33.61,16.73,61.28,0
Goat,GO_019,67,40.251,98.4,30.68,0.411,2,17.52,15.63,51.37,1
Goat,GO_019,68,39.209,85.62,24.97,0.588,0,35.52,16.65,48.31,0
Goat,GO_019,69,40.478,90.1,32.53,0.46,1,18.69,16.77,53.32,1
Goat,GO_019,70,40.992,97.96,32.37,0.367,0,20.78,20.62,50.72,1
Goat,GO_019,71,40.219,99.67,32.86,0.441,2,19.92,22.31,52.93,1
Goat,GO_020,0,40.677,103.53,30.83,0.314,0,16.11,20.99,56.31,1
Goat,GO_020,1,39.126,89.91,23.53,0.485,0,37.51,23.08,65.99,0
Goat,GO_020,2,39.911,106.92,30.91,0.333,2,22.78,24.7,64.34,1
Goat,GO_020,3,40.29,96.38,29.23,0.279,3,18.98,26.3,66.2,1
Goat,GO_020,4,40.216,109.45,32.7,0.282,0,16.54,29.09,62.85,1
Goat,GO_020,5,40.136,102.96,29.56,0.249,1,16.57,26.87,62.59,1
Goat,GO_020,6,39.927,106.13,30.67,0.34,7,25.96,28.55,69.77,1
Goat,GO_020,7,39.048,85.76,23.09,0.466,0,36.32,28.84,79.25,0
Goat,GO_020,8,39.286,88.51,25.38,0.56,0,38.96,27.36,70.93,0
Goat,GO_020,9,40.11,104.87,31.31,0.46,4,29.08,25.36,64.68,1
Goat,GO_020,10,40.126,100.99,26.91,0.244,1,17.51,24.55,72.43,1
Goat,GO_020,11,39.964,97.18,29.18,0.253,1,18.74,24.74,74.62,1
Goat,GO_020,12,40.11,102.32,35.16,0.135,3,18.88,21.45,69.42,1
Goat,GO_020,13,40.335,104.78,31.72,0.215,4,23.91,20.85,71.84,1
Goat,GO_020,14,40.284,103.24,30.96,0.298,3,19.86,18.95,61.79,1
Goat,GO_020,15,39.208,85.11,21.52,0.496,0,33.63,16.28,70.2,0
Goat,GO_020,16,38.93,84.35,23.45,0.541,0,33.92,17.36,69.52,0
Goat,GO_020,17,39.666,93.61,33.25,0.207,3,23.43,16.03,64.92,1
Goat,GO_020,18,38.769,84.48,23.21,0.576,0,37.34,16.39,61.04,0
Goat,GO_020,19,38.955,87.27,22.26,0.46,1,38.67,16.43,62.0,0
Goat,GO_020,20,38.976,87.21,21.98,0.516,1,34.76,15.52,52.0,0
Goat,GO_020,21,39.078,83.73,22.63,0.519,0,36.25,17.95,55.95,0
Goat,GO_020,22,39.11,84.1,20.89,0.581,1,41.67,18.31,53.25,0
Goat,GO_020,23,39.092,85.5,24.82,0.539,0,34.66,21.02,63.46,0
Goat,GO_020,24,39.301,85.34,24.26,0.61,0,31.39,24.52,53.06,0
Goat,GO_020,25,39.146,87.68,22.82,0.546,0,33.54,26.0,59.1,0
Goat,GO_020,26,39.122,85.58,23.51,0.624,0,37.41,25.78,63.61,0
Goat,GO_020,27,39.118,87.66,24.57,0.478,0,34.02,25.23,58.39,0
Goat,GO_020,28,39.316,86.07,24.6,0.5,0,35.45,28.59,69.04,0
Goat,GO_020,29,39.192,84.38,25.51,0.441,0,35.66,27.27,73.2,0
Goat,GO_020,30,39.978,102.71,31.57,0.294,2,22.73,28.84,68.05,1
Goat,GO_020,31,40.308,102.62,33.46,0.327,2,20.66,28.22,67.96,1
Goat,GO_020,32,39.843,104.47,32.36,0.312,1,24.22,27.95,81.71,1
Goat,GO_020,33,38.965,88.07,22.83,0.598,0,36.73,25.01,74.84,0
Goat,GO_020,34,39.909,107.0,29.93,0.246,2,17.73,24.71,71.52,1
Goat,GO_020,35,40.189,101.61,30.29,0.317,1,22.37,25.69,62.72,1
Goat,GO_020,36,40.179,107.77,32.57,0.201,4,24.22,22.13,79.74,1
Goat,GO_020,37,39.625,104.9,32.02,0.274,1,22.54,22.04,78.49,1
Goat,GO_020,38,38.887,88.29,23.95,0.596,0,36.44,22.16,75.29,0
Goat,GO_020,39,40.066,103.45,32.55,0.264,4,19.41,19.41,64.09,1
Goat,GO_020,40,39.01,85.72,23.07,0.48,0,36.48,16.8,68.51,0
Goat,GO_020,41,38.954,84.89,20.27,0.463,0,35.83,15.76,53.12,0
Goat,GO_020,42,39.851,98.83,30.75,0.23,3,25.14,14.55,59.38,1
Goat,GO_020,43,40.034,98.43,26.95,0.35,4,22.19,16.37,49.78,1
Goat,GO_020,44,39.564,103.64,29.85,0.285,5,21.93,18.98,50.08,1
Goat,GO_020,45,39.927,103.81,29.43,0.149,0,25.36,17.76,59.43,1
Goat,GO_020,46,40.034,101.5,29.98,0.238,1,21.58,17.54,50.62,1
Goat,GO_020,47,40.056,111.14,33.97,0.232,2,22.21,20.36,48.26,1
Goat,GO_020,48,40.167,106.09,32.1,0.278,2,20.2,22.3,55.55,1
Goat,GO_020,49,40.076,106.47,29.51,0.406,2,21.21,22.04,61.21,1
Goat,GO_020,50,39.264,88.41,22.8,0.566,0,38.06,26.9,46.01,0
Goat,GO_020,51,39.9,103.04,30.98,0.276,4,22.59,26.26,59.42,1
Goat,GO_020,52,40.156,106.54,32.3,0.258,4,20.84,28.61,62.71,1
Goat,GO_020,53,40.09,102.91,31.62,0.313,0,23.48,29.53,65.95,1
Goat,GO_020,54,39.305,89.49,23.29,0.499,1,38.0,28.6,69.81,0
Goat,GO_020,55,39.221,85.08,24.05,0.537,0,36.75,26.67,75.57,0
Goat,GO_020,56,40.247,106.04,30.76,0.334,1,23.19,27.66,70.84,1
Goat,GO_020,57,40.012,111.31,31.7,0.348,4,23.19,25.09,74.65,1
Goat,GO_020,58,40.408,105.98,32.03,0.21,2,18.81,26.68,80.98,1
Goat,GO_020,59,40.002,114.81,29.94,0.395,3,14.0,24.19,71.05,1
Goat,GO_020,60,39.993,103.04,30.84,0.253,2,17.46,21.72,73.83,1
Goat,GO_020,61,40.207,100.31,31.73,0.176,1,21.49,21.78,74.81,1
Goat,GO_020,62,38.945,85.02,24.28,0.472,0,31.22,18.02,67.11,0
Goat,GO_020,63,38.931,83.9,23.76,0.53,0,37.84,17.63,56.46,0
Goat,GO_020,64,38.803,81.55,22.85,0.619,0,37.84,16.33,65.43,0
Goat,GO_020,65,38.858,84.6,22.96,0.52,0,36.99,16.16,56.68,0
Goat,GO_020,66,38.871,83.07,21.59,0.536,0,35.62,16.59,59.1,0
Goat,GO_020,67,39.033,87.35,22.44,0.5,0,38.23,17.36,51.42,0
Goat,GO_020,68,39.079,87.02,23.41,0.528,0,37.41,16.18,51.31,0
Goat,GO_020,69,38.882,84.25,22.5,0.515,0,35.83,16.35,56.15,0
Goat,GO_020,70,38.929,86.38,24.28,0.473,1,34.41,17.54,55.78,0
Goat,GO_020,71,39.188,88.54,23.28,0.522,0,34.29,22.06,57.27,0
Goat,GO_021,0,39.539,103.62,30.14,0.369,2,24.9,20.9,58.16,1
Goat,GO_021,1,39.564,101.96,28.93,0.151,2,18.61,21.82,57.21,1
Goat,GO_021,2,40.116,105.42,32.54,0.19,5,9.85,24.45,61.01,1
Goat,GO_021,3,38.761,86.82,25.63,0.467,0,29.12,25.83,66.93,0
Goat,GO_021,4,39.486,100.93,30.72,0.255,1,10.05,26.46,61.75,1
Goat,GO_021,5,39.928,102.44,33.46,0.246,4,22.03,27.36,60.78,1
Goat,GO_021,6,39.663,103.82,32.12,0.355,1,12.67,27.81,74.39,1
Goat,GO_021,7,39.685,105.78,30.16,0.216,4,17.8,28.84,66.01,1
Goat,GO_021,8,38.835,85.08,25.66,0.465,0,30.99,28.47,82.97,0
Goat,GO_021,9,39.674,92.94,30.21,0.322,5,22.4,25.95,71.39,1
Goat,GO_021,10,38.845,81.8,25.33,0.506,2,35.21,25.98,73.79,0
Goat,GO_021,11,38.766,84.12,23.72,0.672,0,29.99,22.7,81.25,0
Goat,GO_021,12,38.594,81.57,24.34,0.415,0,33.19,23.66,75.87,0
Goat,GO_021,13,39.475,100.62,29.22,0.244,1,12.8,19.71,66.66,1
Goat,GO_021,14,40.206,102.31,32.04,0.165,3,13.72,19.89,69.67,1
Goat,GO_021,15,39.47,99.37,28.31,0.224,3,16.54,17.86,71.49,1
Goat,GO_021,16,38.559,80.59,23.62,0.522,0,30.22,16.17,56.11,0
Goat,GO_021,17,38.668,82.28,24.97,0.484,0,32.15,17.75,58.25,0
Goat,GO_021,18,38.66,80.09,26.02,0.489,0,32.72,15.31,64.97,0
Goat,GO_021,19,39.577,102.77,33.94,0.379,1,20.14,15.93,61.08,1
Goat,GO_021,20,39.654,97.76,30.12,0.284,3,11.11,16.8,63.55,1
Goat,GO_021,21,39.723,98.4,30.34,0.255,2,13.88,17.95,45.9,1
Goat,GO_021,22,39.762,97.81,31.41,0.185,2,15.25,18.55,52.66,1
Goat,GO_021,23,39.452,103.95,29.68,0.281,3,14.64,21.54,58.74,1
Goat,GO_021,24,39.795,101.27,32.54,0.271,0,6.91,24.18,61.98,1
Goat,GO_021,25,39.966,102.45,31.0,0.298,6,18.92,24.89,67.98,1
Goat,GO_021,26,38.673,84.43,23.6,0.547,0,29.67,24.36,59.06,0
Goat,GO_021,27,38.673,84.87,24.33,0.462,0,29.13,27.33,64.73,0
Goat,GO_021,28,39.101,85.84,25.1,0.504,0,33.06,28.44,75.18,0
Goat,GO_021,29,40.273,96.0,30.46,0.402,4,9.12,27.87,70.54,1
Goat,GO_021,30,38.93,83.34,25.01,0.625,0,35.3,26.71,72.22,0
Goat,GO_021,31,38.96,87.06,24.84,0.528,0,33.45,27.83,75.67,0
Goat,GO_021,32,39.037,82.26,24.85,0.53,0,33.94,26.07,78.81,0
Goat,GO_021,33,38.722,81.23,25.33,0.566,0,27.24,25.02,72.81,0
Goat,GO_021,34,38.798,85.13,24.51,0.541,1,25.47,26.05,68.68,0
Goat,GO_021,35,38.57,84.03,23.72,0.535,0,30.68,23.11,72.69,0
Goat,GO_021,36,38.565,85.41,24.37,0.56,0,29.68,21.46,74.78,0
